"","text_prepared.1","text_prepared.2","text_prepared.3","text_prepared.4","text_prepared.5","text_prepared.6","text_prepared.7","text_prepared.8","text_prepared.9","text_prepared.10","text_prepared.11","text_prepared.12","text_prepared.13","text_prepared.14","text_prepared.15","text_prepared.16","text_prepared.17","text_prepared.18","text_prepared.19","text_prepared.20","text_prepared.21","text_prepared.22","text_prepared.23","text_prepared.24","text_prepared.25","text_prepared.26","text_prepared.27","text_prepared.28","text_prepared.29","text_prepared.30","text_prepared.31","text_prepared.32","text_prepared.33","text_prepared.34","text_prepared.35","text_prepared.36","text_prepared.37","text_prepared.38","text_prepared.39","text_prepared.40","text_prepared.41","text_prepared.42","text_prepared.43","text_prepared.44","text_prepared.45","text_prepared.46","text_prepared.47","text_prepared.48","text_prepared.49","text_prepared.50","text_prepared.51","text_prepared.52","text_prepared.53","text_prepared.54","labels"
"labels13316",0,0,0,5904,8225,32,49,2679,3,130,2642,327,15,899,6,63,4,1730,69,116,8,6321,468,167,95,939,716,1118,1,612,3,157,2704,8,86,1123,78,73,1493,929,2,2049,1123,17,8622,3,68,267,8,3355,10853,2,11832,1123,1
"labels13317",612,3,157,2704,8,86,1123,78,73,1493,929,2,2049,1123,17,8622,3,68,267,8,3355,10853,2,11832,1123,1,5891,3702,4,41,36,56,299,10,352,393,4,200,4184,1633,287,674,2,997,1310,21,181,21,1642,2,4694,11,3737,10527,1
"labels13318",200,4184,1633,287,674,2,997,1310,21,181,21,1642,2,4694,11,3737,10527,4694,5,617,11,29,2496,1310,2,5194,32,88,669,5,150,73,353,3122,305,95,1386,3,5323,1694,187,3,26,299,10,5,168,365,26,11,649,6,714,875,1
"labels13319",88,669,5,150,73,353,3122,305,95,1386,3,5323,1694,187,3,26,299,10,5,168,365,26,11,649,6,714,875,179,36,56,1837,97,404,2,1050,2,496,17,380,9791,95,1,160,2803,26,98,4,918,4,1,1120,4,1,560,1
"labels13320",475,2938,544,127,38,113,106,293,2,39,30,106,475,2711,23,360,297,202,113,4,23,45,1,468,756,122,226,1466,5,91,4042,890,11,3,350,76,3,179,56,15,3845,468,1642,3,1394,3924,316,2,7513,28,3137,4451,4,382,1
"labels13321",113,4,23,45,1,468,756,122,226,1466,5,91,4042,890,11,3,350,76,3,179,56,15,3845,468,1642,3,1394,3924,316,2,7513,28,3137,4451,4,382,95,86,947,752,181,1918,1,264,3115,4,468,1642,2,2342,22,1,5151,1529,1
"labels13322",91,4042,890,11,3,350,76,3,179,56,15,3845,468,1642,3,1394,3924,316,2,7513,28,3137,4451,4,382,95,86,947,752,181,1918,1,264,3115,4,468,1642,2,2342,22,1,5151,1529,1,3247,1926,3,8809,269,3,34,921,36,56,1
"labels13323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3247,3296,1,807,300,947,4708,3247,89,3611,14,13398,45,15,410,326,236,1294,2,15,2663,1,4,1861,2478,41,36,25,7,285,8,2059,386,2,24,685,932,1
"labels13324",0,0,0,0,0,0,0,0,0,0,0,0,4708,3247,89,3611,14,13398,45,15,410,326,236,1294,2,15,2663,1,4,1861,2478,41,36,25,7,285,8,2059,386,2,24,685,932,2686,904,86,85,16,2327,8,79,50,43,157,1
"labels13325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,285,8,2059,386,2,24,685,932,2686,904,86,85,16,2327,8,79,50,43,157,689,322,45,287,2828,56,7,16,133,1
"labels13326",0,0,0,0,0,0,0,0,0,0,0,0,0,2686,904,86,85,16,2327,8,79,50,43,157,689,322,45,287,2828,56,7,16,133,4167,98,2078,36,519,7,16,497,27,5831,45,4943,8,544,15,247,1,41,2,179,650,1
"labels13327",0,0,0,0,0,689,322,45,287,2828,56,7,16,133,4167,98,2078,36,519,7,16,497,27,5831,45,4943,8,544,15,247,1,41,2,179,650,4167,98,45,3,1,179,94,5,731,13,1,41,94,7,249,718,2,160,2093,1
"labels13328",8,544,15,247,1,41,2,179,650,4167,98,45,3,1,179,94,5,731,13,1,41,94,7,249,718,2,160,2093,1339,694,468,167,85,38,16,1308,90,69,116,95,85,530,16,2560,694,114,21,4755,2,310,2704,5,706,145,1
"labels13329",5,731,13,1,41,94,7,249,718,2,160,2093,1339,694,468,167,85,38,16,1308,90,69,116,95,85,530,16,2560,694,114,21,4755,2,310,2704,5,706,145,36,56,496,2704,84,16,1149,1586,3,1582,78,10,589,43,728,694,1
"labels13330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,56,496,2704,84,16,1149,1586,3,1582,78,10,589,43,728,694,4928,3032,5,179,36,56,1,179,94,85,16,2811,151,3,1,3089,584,3,4928,10389,1642,1
"labels13331",0,0,0,0,0,0,0,0,1,1642,15546,1879,10,168,365,92,1673,1,1642,4478,33,29,336,1318,32,88,15,4494,10,190,31,17,8056,13,1697,132,540,1,294,4,1697,6064,809,6189,1951,374,63,2,1,1200,87,8,147,226,1
"labels13332",1,1642,4478,33,29,336,1318,32,88,15,4494,10,190,31,17,8056,13,1697,132,540,1,294,4,1697,6064,809,6189,1951,374,63,2,1,1200,87,8,147,226,12,951,21,1,83,18,1509,5,1,294,4,19,1642,5500,11,201,4368,1
"labels13333",374,63,2,1,1200,87,8,147,226,12,951,21,1,83,18,1509,5,1,294,4,19,1642,5500,11,201,4368,1856,261,1,4478,32,38,927,15994,2,200,4604,5,168,365,11,1112,3,1668,27,57,3,57,15,21,6,662,4,1642,1
"labels13334",0,0,0,0,0,12,951,21,1,83,18,1509,5,1,294,4,19,1642,5500,11,201,4368,1856,261,1,4478,32,38,927,15994,2,200,4604,5,168,365,11,1112,3,1668,27,57,3,57,15,21,6,662,4,1642,6,911,27,20,1
"labels13335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,18,911,3,1,1642,4478,32,88,2902,2,2713,112,17,1186,4686,5689,4,29,1642,232,11077,2510,2201,5,73,305,3,16,1,140,352,4570,22,88,3372,2347,2,3264,1
"labels13336",2,1,3081,8048,507,530,60,8686,14,556,6,1249,2,6416,89,8,719,393,8,1642,1627,275,5,29,11807,2,5845,6153,1741,33,322,475,53,3,4,544,17,1642,569,95,1,36,516,32,38,2619,1862,21,3,50,3,2106,2,309,1
"labels13337",0,0,0,0,0,0,0,0,0,0,8,719,393,8,1642,1627,275,5,29,11807,2,5845,6153,1741,33,322,475,53,3,4,544,17,1642,569,95,1,36,516,32,38,2619,1862,21,3,50,3,2106,2,309,1,3247,18,203,1642,1
"labels13338",56,2780,992,3,47,7901,2,1,791,4,480,44,354,3465,530,60,6573,299,10,1310,386,11,3737,5193,95,1,3089,4,1,1642,4478,299,10,26,5171,10,428,181,1246,2,1979,41,475,92,16,332,3,2323,2,325,2203,84,16,1325,1
"labels13339",299,10,1310,386,11,3737,5193,95,1,3089,4,1,1642,4478,299,10,26,5171,10,428,181,1246,2,1979,41,475,92,16,332,3,2323,2,325,2203,84,16,1325,25,1111,215,1,69,3,2323,13,1642,54,155,154,56,2,58,666,506,1
"labels13340",1642,4478,299,10,26,5171,10,428,181,1246,2,1979,41,475,92,16,332,3,2323,2,325,2203,84,16,1325,25,1111,215,1,69,3,2323,13,1642,54,155,154,56,2,58,666,506,445,283,5,25,1955,11,1,263,4,363,20,493,1
"labels13341",11,1,263,4,363,20,493,3406,22,88,8803,15,1,20,2,23,55,32,88,2359,11525,95,39,22,57,4,685,769,5,1642,666,2,56,8,544,2,39,6312,3,16,380,14462,53,13,1861,24,6969,2,24,160,352,60,1,20,1
"labels13342",1,263,4,363,20,493,3406,22,88,8803,15,1,20,2,23,55,32,88,2359,11525,95,39,22,57,4,685,769,5,1642,666,2,56,8,544,2,39,6312,3,16,380,14462,53,13,1861,24,6969,2,24,160,352,60,1,20,126,1
"labels13343",1,585,128,508,6,3038,126,89,10,4983,839,8,1,150,474,1287,1,240,160,126,675,337,5,1,19,168,365,1,263,4,20,85,16,3,351,1,150,683,10,22,11856,2,3,62,4983,2203,3,1,150,3065,10,670,25,94,1
"labels13344",150,3065,10,670,25,94,1,3247,521,26,43,728,3268,4983,876,8,126,675,5,168,365,2,474,1,4,1,1068,20,5,91,4042,359,3,351,1,126,3221,2,5,1252,91,4042,1009,21,4903,5,1,126,2604,2,126,1643,1752,4,1
"labels13345",3221,2,5,1252,91,4042,1009,21,4903,5,1,126,2604,2,126,1643,1752,4,1,3247,508,29,7611,291,3,126,89,44,7,34,675,3,21,150,2865,31,5,168,365,21,417,112,17,237,221,3524,812,7566,4,20,3,196,33,964,1
"labels13346",0,0,0,0,1,3247,508,29,7611,291,3,126,89,44,7,34,675,3,21,150,2865,31,5,168,365,21,417,112,17,237,221,3524,812,7566,4,20,3,196,33,964,1,387,204,4,885,1825,14,1,106,8,322,1049,4,4783,1
"labels13347",3524,812,7566,4,20,3,196,33,964,1,387,204,4,885,1825,14,1,106,8,322,1049,4,4783,1,3247,521,10,257,187,17,270,84,16,1008,6159,159,21,150,1420,31,21,417,5,415,8,1,460,4,25,526,3,16,3081,4085,1
"labels13348",343,84,16,2144,15,13437,13,1,364,2156,20,84,2081,91,477,3,1420,168,993,295,121,1300,309,706,284,178,32,1,180,13,7188,1349,3,701,4783,3,162,108,27,1,2221,21,181,21,76,3,11701,169,2,921,2,785,6511,404,1
"labels13349",162,108,27,1,2221,21,181,21,76,3,11701,169,2,921,2,785,6511,404,689,1,1741,5,44,20,4101,1,126,3221,5,168,365,5,1,775,3,176,189,85,890,3,136,327,4,2882,2,87,327,4,27,106,5275,526,2,30,1
"labels13350",928,84,16,6791,159,257,11,1028,14,212,2,45,3,257,11,884,47,8,1,760,4,6,746,25,1262,11,445,283,3,885,1807,380,60,1013,6,1662,10,8897,26,3550,3,401,244,126,13439,1195,1,1503,2147,427,126,11,325,126,1
"labels13351",380,60,1013,6,1662,10,8897,26,3550,3,401,244,126,13439,1195,1,1503,2147,427,126,11,325,126,5,25,1955,71,85,38,16,1797,3,1116,1,198,270,95,257,11,325,2,274,927,649,4507,1,152,4,200,2,32,6,235,343,1
"labels13352",198,270,95,257,11,325,2,274,927,649,4507,1,152,4,200,2,32,6,235,343,1,2397,4,207,1554,11,4352,1586,3,1,160,4,1,1439,76,3,2,948,4,176,189,13439,1097,316,2,116,770,2,176,189,1511,2,73,217,1
"labels13353",4,200,2,32,6,235,343,1,2397,4,207,1554,11,4352,1586,3,1,160,4,1,1439,76,3,2,948,4,176,189,13439,1097,316,2,116,770,2,176,189,1511,2,73,217,274,126,65,3605,1,583,4,2149,3058,2,2467,1018,71,1
"labels13354",0,0,1,2397,4,207,1554,11,4352,1586,3,1,160,4,1,1439,76,3,2,948,4,176,189,13439,1097,316,2,116,770,2,176,189,1511,2,73,217,274,126,65,3605,1,583,4,2149,3058,2,2467,1018,71,2269,11,1,259,867,1
"labels13355",0,274,126,65,3605,1,583,4,2149,3058,2,2467,1018,71,2269,11,1,259,867,1,5131,4,281,145,1586,3,1590,2,423,759,5723,2,1,9999,327,4,76,3,4718,5,888,145,13174,168,982,533,6787,2,3601,1707,3,937,2,476,1
"labels13356",168,982,533,6787,2,3601,1707,3,937,2,476,1,3247,4453,1,640,74,3,2407,1,3115,4,126,675,13,1,890,4,410,274,1233,71,10,43,16,458,1018,90,1253,238,2,10,1211,706,104,902,3,184,194,2,570,2,1336,404,1
"labels13357",2,3601,1707,3,937,2,476,1,3247,4453,1,640,74,3,2407,1,3115,4,126,675,13,1,890,4,410,274,1233,71,10,43,16,458,1018,90,1253,238,2,10,1211,706,104,902,3,184,194,2,570,2,1336,404,6,158,5,2784,1
"labels13358",877,3,460,2430,14,168,365,18,2467,1078,560,2,9506,14,372,2270,4,1,106,126,1503,266,5,322,145,4,168,365,103,5,132,298,31,11,8056,15,1,1642,5898,13,905,4,31,1356,3,2837,27,25,6286,1310,5,1,186,57,1
"labels13359",1642,5898,13,905,4,31,1356,3,2837,27,25,6286,1310,5,1,186,57,1,3247,521,26,11,201,4,1472,1092,3,183,1087,126,675,373,44,890,3,30,1,2621,104,1147,15,1,1651,4,6,14012,2,44,1506,13,1,683,4,12431,1
"labels13360",4,1472,1092,3,183,1087,126,675,373,44,890,3,30,1,2621,104,1147,15,1,1651,4,6,14012,2,44,1506,13,1,683,4,12431,2342,99,126,5,6,1049,10,11,2467,274,3,1,20,84,504,618,421,5,247,759,2,199,145,1
"labels13361",1087,126,675,373,44,890,3,30,1,2621,104,1147,15,1,1651,4,6,14012,2,44,1506,13,1,683,4,12431,2342,99,126,5,6,1049,10,11,2467,274,3,1,20,84,504,618,421,5,247,759,2,199,145,4118,212,3,1,10216,1
"labels13362",3296,1,3281,2095,4,106,212,3,1,10216,168,993,21,6,259,1229,5,594,108,173,23,67,665,6116,2181,14,144,1547,2,67,141,22,2201,10,1,531,2,335,3,273,212,11,6,259,7851,5,706,31,18,489,3,130,23,433,1
"labels13363",67,665,6116,2181,14,144,1547,2,67,141,22,2201,10,1,531,2,335,3,273,212,11,6,259,7851,5,706,31,18,489,3,130,23,433,5,168,365,6,176,815,4,6340,5136,212,450,32,3737,3549,376,696,3,2256,25,701,180,1
"labels13364",104,13,212,25,229,7,62,79,104,38,151,13,1,134,4,44,2981,4237,108,95,7,49,246,108,1156,7763,37,8319,3197,3,639,44,39,467,113,3,183,23,67,8345,29,7613,4,28,106,806,212,85,16,3965,53,8,284,2875,1
"labels13365",8345,29,7613,4,28,106,806,212,85,16,3965,53,8,284,2875,6,1329,1490,245,53,8,1,1242,85,845,3344,2,2358,26,1586,3,1,864,10,151,10216,31,85,3074,8,1,266,2,29,427,6308,4,610,85,16,270,8,284,2147,1
"labels13366",1,1242,85,845,3344,2,2358,26,1586,3,1,864,10,151,10216,31,85,3074,8,1,266,2,29,427,6308,4,610,85,16,270,8,284,2147,427,5150,319,7763,54,1439,176,189,5548,13,1473,3,1439,2,6,52,10852,5553,3,562,212,1
"labels13367",2147,427,5150,319,7763,54,1439,176,189,5548,13,1473,3,1439,2,6,52,10852,5553,3,562,212,101,25,52,1,212,92,16,7057,33,29,427,160,8,6,851,1,5548,92,12238,2,1,212,16,3534,90,1,227,610,4,1,912,2280,1
"labels13368",33,29,427,160,8,6,851,1,5548,92,12238,2,1,212,16,3534,90,1,227,610,4,1,912,2280,6,212,2095,931,92,16,245,53,5,284,58,20,657,10,4284,2464,212,2,16,727,8,1,2147,4,212,2350,4,736,2,586,1
"labels13369",610,4,1,912,2280,6,212,2095,931,92,16,245,53,5,284,58,20,657,10,4284,2464,212,2,16,727,8,1,2147,4,212,2350,4,736,2,586,5915,1758,92,16,1376,5,6,469,1089,853,3,16,3507,8,1,7874,4,1,71,1
"labels13370",0,0,6,212,2095,931,92,16,245,53,5,284,58,20,657,10,4284,2464,212,2,16,727,8,1,2147,4,212,2350,4,736,2,586,5915,1758,92,16,1376,5,6,469,1089,853,3,16,3507,8,1,7874,4,1,71,460,2,1138,1
"labels13371",0,0,0,0,0,0,0,0,0,0,118,9,22,1,1338,9,7,367,12,1587,5440,21,1483,251,44,9,7,113,3,2935,23,14772,2817,11,33,13347,5,1,412,361,103,1629,3639,6,103,128,5556,52,5318,15,8662,2,8588,12169,0
"labels13372",0,0,0,0,0,0,0,0,0,0,0,0,361,103,1629,3639,6,103,128,5556,52,5318,15,8662,2,8588,12169,361,1,73,5513,1,194,4,6,238,13,6,1792,11267,333,2007,2,6,2800,64,1,585,677,269,1770,1,680,2340,0
"labels13373",0,0,0,3508,27,2653,429,9,384,5,6,3255,491,111,38,151,11,26,4873,5101,2,3038,95,26,18,6,212,5,44,9,74,3,676,407,3,3516,1,4164,474,1287,250,21,9,173,6,97,111,8,2426,12,75,2,12,3828,0
"labels13374",9,384,5,6,3255,491,111,38,151,11,26,4873,5101,2,3038,95,26,18,6,212,5,44,9,74,3,676,407,3,3516,1,4164,474,1287,250,21,9,173,6,97,111,8,2426,12,75,2,12,3828,95,168,365,11,690,27,5439,0
"labels13375",0,0,38,151,11,26,4873,5101,2,3038,95,26,18,6,212,5,44,9,74,3,676,407,3,3516,1,4164,474,1287,250,21,9,173,6,97,111,8,2426,12,75,2,12,3828,95,168,365,11,690,27,5439,26,11,49,3527,5934,0
"labels13376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,168,365,11,690,27,5439,26,11,49,3527,5934,15,725,0
"labels13377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,234,15,330,15,1310,1
"labels13378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,330,15,1310,15,940,1
"labels13379",0,0,0,0,0,940,5,132,94,4,238,11,29,10930,7466,2,26,11,5865,91,33,29,6165,294,5,150,3314,200,11,855,2,2584,8,28,168,993,25,84,16,21,2199,3,348,21,26,11,3,2850,2,3,1,128,546,577,0
"labels13380",0,0,0,0,0,0,0,0,0,0,0,0,0,6592,28,327,4,20,3,166,1339,894,5958,1910,8,28,45,416,1144,53,1,126,229,202,325,126,270,3,24,31,60,33,1068,2,1171,330,6353,373,5,247,759,2,199,145,1
"labels13381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,53,1,126,229,202,325,126,270,3,24,31,60,33,1068,2,1171,330,6353,373,5,247,759,2,199,145,48,1
"labels13382",0,0,0,0,0,0,1,267,732,1106,12,150,3065,9,407,13,28,73,168,993,4,9980,649,22,1879,2,2989,5,257,32,88,10508,95,171,9,28,2915,25,15,1,364,10344,9,84,743,10,112,11,649,78,353,3,16,621,0
"labels13383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,2229,282,62,77,1879,2229,282,3243,6,5549,178,1879,2229,282,162,103,203,234,1
"labels13384",12477,4,12,66,4,300,3674,3,86,7,4087,1,2876,4,6,491,168,365,5,1,19,4662,95,151,1477,2,213,512,5,20,43,367,1,66,2,151,1,2653,101,91,429,11,1477,979,2,213,979,3,127,257,32,3,16,621,0
"labels13385",28,168,993,2,68,200,24,2,24,1358,8,1204,21,181,21,11997,5,179,279,2,20,1705,50,7757,2,9,84,173,6,2222,268,13,373,3,4685,11091,4694,5933,2,73,1633,2,1442,1,5994,203,1697,2,1642,5598,531,5598,168,365,1
"labels13386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,6,1831,20,13,126,373,8,1,706,13,99,134,566,8,1517,175,75,31,13,608,2,73,772,503,13,373,3,6726,212,1
"labels13387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,99,134,566,8,1517,175,75,31,13,608,2,73,772,503,13,373,3,6726,212,13,152,48,463,3,28,2,73,19,194,8,1,398,1
"labels13388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,152,48,463,3,28,2,73,19,194,8,1,398,13,1884,208,777,902,3,118,31,384,13,885,208,2075,3,169,2,548,13,24,31,830,76,3,2616,1
"labels13389",0,0,0,0,26,11,6,1512,809,305,4,365,135,407,3,408,804,2,65,3,12,2636,99,45,3,1,31,22,622,20,6159,13372,1013,115,5,99,566,3,24,60,42,2270,1,741,175,75,5,706,885,31,13,608,2,957,1
"labels13390",0,0,0,0,0,0,0,0,0,0,0,99,45,3,1,31,22,622,20,6159,13372,1013,115,5,99,566,3,24,60,42,2270,1,741,175,75,5,706,885,31,13,608,2,957,12,998,2,450,709,720,125,8,28,168,993,1
"labels13391",0,0,0,0,12,998,2,450,709,720,125,8,28,168,993,1,229,3,62,126,548,169,2,36,56,32,88,1219,3,24,168,993,1,356,338,2,73,134,552,22,88,2089,3,1150,28,168,993,2,39,17,202,592,203,234,1
"labels13392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,330,15,926,54,67,65,448,99,134,212,248,2,622,1538,2,69,800,1
"labels13393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,99,134,212,248,2,622,1538,2,69,800,62,1,195,603,15,1,64,1
"labels13394",548,2,4071,45,3,79,50,17,38,927,2075,173,24,2881,126,192,775,5220,126,2059,3,600,4,40,2,62,5574,2582,3,79,50,22,38,927,2144,1211,130,36,45,2,249,1616,14,2,62,448,56,236,2,393,4,1697,2,1642,1
"labels13395",775,5220,126,2059,3,600,4,40,2,62,5574,2582,3,79,50,22,38,927,2144,1211,130,36,45,2,249,1616,14,2,62,448,56,236,2,393,4,1697,2,1642,34,28,75,22,1501,2945,2,130,304,5,1995,4,167,27,706,885,1
"labels13396",0,0,448,99,134,34,10,28,50,17,1135,8,99,566,61,706,75,53,3,57,4,419,504,86,566,44,339,2485,13,1340,192,6,35,36,549,52,78,10,28,376,17,2549,15,247,1,41,2,179,36,52,44,39,43,1157,1
"labels13397",0,0,0,0,0,0,0,192,6,35,36,549,52,78,10,28,376,17,2549,15,247,1,41,2,179,36,52,44,39,43,1157,1144,53,1,229,3,62,133,701,169,2,548,1144,53,1,1840,4,133,36,45,3,1441,13,608,1
"labels13398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,53,1,229,3,62,133,701,169,2,548,1144,53,1,1840,4,133,36,45,3,1441,13,608,234,2,940,1
"labels13399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9486,3209,1,585,1301,521,5,1,241,2,372,4,1,168,982,31,9,261,5,12,268,18,107,9,17,5307,168,982,0
"labels13400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,261,5,12,268,18,107,9,17,5307,168,982,9,33,1,15777,4,12,111,21,26,2,1719,318,5949,4,2,2472,2,793,0
"labels13401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,5307,168,982,9,33,1,15777,4,12,111,21,26,2,1719,318,5949,4,2,2472,2,793,171,9,2915,1,587,9,591,384,5,26,0
"labels13402",0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,1,15777,4,12,111,21,26,2,1719,318,5949,4,2,2472,2,793,171,9,2915,1,587,9,591,384,5,26,9,17,38,1903,348,1,31,4,168,365,6,97,11114,0
"labels13403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,9,2915,1,587,9,591,384,5,26,9,17,38,1903,348,1,31,4,168,365,6,97,11114,12,11514,11,8,1,107,0
"labels13404",0,0,0,0,0,0,0,0,9,17,38,1903,348,1,31,4,168,365,6,97,11114,12,11514,11,8,1,107,1,585,1301,407,13,1,31,4,168,365,43,153,29,463,335,238,5,44,132,168,982,7528,531,2,134,2,751,0
"labels13405",0,0,0,0,0,0,0,0,0,0,0,12,64,11,3417,15,6,727,812,89,10,32,1202,283,1791,5,437,2,1340,1424,701,45,17,201,5,1,1680,4,150,4,1,31,956,946,9,17,1276,615,4,1,144,178,4,420,1
"labels13406",22,88,884,1139,1195,1,6798,6025,3782,8,1,1309,128,4114,146,26,1383,3,77,2,239,2,340,675,1,4,1853,27,1642,32,164,12,111,8106,8,24,60,6,881,9,201,670,1,4,315,42,4,12,3722,168,993,5130,1697,655,1
"labels13407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,201,670,1,4,315,42,4,12,3722,168,993,5130,1697,655,26,11,1393,10,1083,4,108,7,2837,4,1642,447,25,63,11,98,168,365,2687,97,1
"labels13408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,365,2687,97,2,168,982,43,22,97,10,11,1,960,4,12,846,2,1,4,12,3508,0
"labels13409",0,0,0,0,0,0,0,2,168,982,43,22,97,10,11,1,960,4,12,846,2,1,4,12,3508,10,11,471,1,585,1301,32,1028,237,57,7161,25,1624,5,3602,13,1,31,4,168,365,2,322,4,12,111,18,618,10290,0
"labels13410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,133,813,9170,681,3,132,912,281,13,1642,15,202,219,113,4,5019,681,9,43,2496,127,25,193,1,292,36,220,4040,12,740,2,10492,1,5162,268,1
"labels13411",2891,4,705,6,87,5,1,220,1447,2,887,323,168,365,1057,103,4,1,140,4286,3021,5,1,83,2,1,1564,99,2,67,217,4,38,254,8,1,10958,17,2199,1685,5767,2,4852,13,940,5,247,1,41,94,2,1,179,94,1
"labels13412",1518,13649,327,2,458,1980,8,1,658,64,700,706,31,24,442,5,126,2,410,281,71,38,222,1003,5,12,64,15,1747,2192,15,4536,1,81,235,15,1566,1,2054,53,3789,106,5430,2,15,5718,98,29,9317,2240,3508,3,372,1468,1
"labels13413",3,22,333,918,5,132,2875,2101,4,6676,1,470,4173,4,6,585,1087,21,6,268,9,22,2197,714,474,407,5,25,646,9,670,6,442,3584,14,13,1,916,242,2,1108,5031,4,1,587,37,877,732,312,13,6,11514,8,158,0
"labels13414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,1642,322,1732,42,31,17,461,8056,13,1697,1642,1642,1057,1,965,486,1558,4,1853,5,12,111,1
"labels13415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,1732,42,31,17,461,8056,13,1697,1642,1642,1057,1,965,486,1558,4,1853,5,12,111,26,32,1967,200,4604,3,3285,2430,1
"labels13416",0,0,0,0,0,1642,1057,1,965,486,1558,4,1853,5,12,111,26,32,1967,200,4604,3,3285,2430,318,315,57,4,7842,1058,61,6,7345,203,26,15,1,1085,713,1,1309,20,2399,11850,2,1573,3,367,29,813,9170,1041,98,66,1
"labels13417",0,0,0,0,0,0,0,0,21,6,662,26,32,1599,150,4,12,5642,538,468,1190,98,4,1,41,94,2,98,4,1,111,706,399,299,10,12,475,22,434,24,2,24,12483,2,2,544,22,3,6594,8,708,2,708,330,1
"labels13418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,4,1211,777,15,1,20,17,4,29,2199,847,160,1127,32,1998,1687,4,771,4,1211,44,5,1442,32,1332,8870,1
"labels13419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1127,32,1998,1687,4,771,4,1211,44,5,1442,32,1332,8870,42,168,993,649,384,5,14231,17,1308,3,113,37,8,2457,2,1716,2,151,4,168,982,290,22,13585,169,1
"labels13420",1964,13,6,661,8376,8,1,429,2,9735,1297,14,565,4768,2,3131,824,4,4665,330,13,6,701,143,1061,26,32,1028,1578,4,10004,14,19,1209,205,1578,17,53,14791,295,1241,379,43,282,37,1974,282,871,1,293,1655,413,99,65,1
"labels13421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,4,4665,330,13,6,701,143,1061,26,32,1028,1578,4,10004,14,19,1209,205,1578,17,53,14791,295,1241,379,43,282,37,1974,282,871,1,293,1655,413,99,65,740,1
"labels13422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,246,28,75,1,1338,3,1239,23,4699,15,202,100,40,97,2,9,7,1594,1,4679,2,706,13,6,1749,154,229,4,67,2326,2,29,2676,212,248,229,1676,234,1
